400 20000
0 0 196
0 7 132
0 8 1
0 9 161
0 17 78
0 19 71
0 22 154
0 24 20
0 26 175
0 33 195
0 52 53
0 63 71
0 65 105
0 81 182
0 87 4
0 98 67
0 105 197
0 109 44
0 122 62
0 124 81
0 127 158
0 129 153
0 134 69
0 151 26
0 171 124
0 172 115
0 180 68
0 186 134
0 194 139
0 203 73
0 223 41
0 232 32
0 247 67
0 253 54
0 256 70
0 265 187
0 278 134
0 283 74
0 284 142
0 309 93
0 310 13
0 341 17
0 348 137
0 351 45
0 363 159
0 364 37
0 367 23
0 380 136
0 394 196
0 397 170
1 0 143
1 4 164
1 23 47
1 28 32
1 43 115
1 53 76
1 63 183
1 70 103
1 72 31
1 74 82
1 76 3
1 77 34
1 84 200
1 88 117
1 89 17
1 91 1
1 93 144
1 121 150
1 130 64
1 138 181
1 144 81
1 147 51
1 153 196
1 161 154
1 189 69
1 194 52
1 197 181
1 230 155
1 231 140
1 236 121
1 241 7
1 243 182
1 267 43
1 273 113
1 277 24
1 282 103
1 288 69
1 290 185
1 293 137
1 294 160
1 301 200
1 307 41
1 318 25
1 339 59
1 343 113
1 344 104
1 349 95
1 361 184
1 365 107
1 375 144
1 387 157
1 391 2
2 1 124
2 6 152
2 16 195
2 18 99
2 19 89
2 21 153
2 23 136
2 40 198
2 47 174
2 49 124
2 54 119
2 59 36
2 62 138
2 65 54
2 78 112
2 90 148
2 104 75
2 110 134
2 116 52
2 117 94
2 126 4
2 128 185
2 132 118
2 133 7
2 137 53
2 152 128
2 157 121
2 180 118
2 190 78
2 201 184
2 222 167
2 236 151
2 241 126
2 242 197
2 246 100
2 247 102
2 255 88
2 258 168
2 264 141
2 273 22
2 276 181
2 289 163
2 299 192
2 302 59
2 307 180
2 309 95
2 316 43
2 330 31
2 353 188
2 357 2
2 363 181
2 371 84
2 373 120
2 378 189
2 382 147
2 387 72
3 0 40
3 11 97
3 18 183
3 23 137
3 27 180
3 44 36
3 55 138
3 56 81
3 68 181
3 70 140
3 80 113
3 91 12
3 96 186
3 99 189
3 117 142
3 121 166
3 140 94
3 143 82
3 169 184
3 173 107
3 180 188
3 195 105
3 206 98
3 211 152
3 221 129
3 223 128
3 227 143
3 232 45
3 236 131
3 244 47
3 252 144
3 254 16
3 255 15
3 256 84
3 259 194
3 264 56
3 267 124
3 269 31
3 277 61
3 288 73
3 310 118
3 313 65
3 315 121
3 316 66
3 321 58
3 329 20
3 330 53
3 347 112
3 360 156
3 368 62
3 398 170
4 0 146
4 16 24
4 32 114
4 47 72
4 48 6
4 49 174
4 64 146
4 68 31
4 79 108
4 81 3
4 83 13
4 121 5
4 127 197
4 135 67
4 144 135
4 160 155
4 177 192
4 190 159
4 192 37
4 193 40
4 197 2
4 203 195
4 213 24
4 214 110
4 215 5
4 216 103
4 220 107
4 244 48
4 246 119
4 276 129
4 291 125
4 292 195
4 296 66
4 299 146
4 302 173
4 304 141
4 305 23
4 306 103
4 308 9
4 313 177
4 321 166
4 336 61
4 358 20
4 361 117
4 367 108
4 375 103
4 392 151
4 399 191
5 2 31
5 3 88
5 13 119
5 45 83
5 48 14
5 51 172
5 59 175
5 72 188
5 73 111
5 74 21
5 83 13
5 100 97
5 102 98
5 105 157
5 107 52
5 120 143
5 121 161
5 125 157
5 128 88
5 135 22
5 138 151
5 149 141
5 150 20
5 154 184
5 173 148
5 195 7
5 205 77
5 206 13
5 212 162
5 222 136
5 225 101
5 228 131
5 229 96
5 235 181
5 245 163
5 246 107
5 260 71
5 272 118
5 292 8
5 293 101
5 304 195
5 305 103
5 308 41
5 319 31
5 321 198
5 325 177
5 329 117
5 341 2
5 389 153
5 393 157
5 396 147
6 2 110
6 5 95
6 9 129
6 13 61
6 29 153
6 31 74
6 32 185
6 43 123
6 48 135
6 49 117
6 55 27
6 64 45
6 74 140
6 93 69
6 94 172
6 102 39
6 109 154
6 111 57
6 115 118
6 131 49
6 150 18
6 152 96
6 163 41
6 164 28
6 178 127
6 180 42
6 183 96
6 185 172
6 189 159
6 207 76
6 214 66
6 217 168
6 218 8
6 222 7
6 230 141
6 232 15
6 237 69
6 240 104
6 243 149
6 251 69
6 255 16
6 257 2
6 268 46
6 272 29
6 274 103
6 286 146
6 288 59
6 291 64
6 307 95
6 308 123
6 312 86
6 319 61
6 331 96
6 341 109
6 346 166
6 348 22
6 350 164
6 364 194
6 367 177
6 371 183
6 378 159
7 5 59
7 24 200
7 31 33
7 33 130
7 37 38
7 70 32
7 91 165
7 95 40
7 102 110
7 116 44
7 119 185
7 126 150
7 194 37
7 204 75
7 232 2
7 245 24
7 255 180
7 262 102
7 278 28
7 293 196
7 296 67
7 297 58
7 298 171
7 302 49
7 311 135
7 312 57
7 313 12
7 314 105
7 315 178
7 329 16
7 332 149
7 345 133
7 353 81
7 354 149
7 370 49
7 378 29
7 388 165
7 392 78
7 395 98
8 0 48
8 2 90
8 8 32
8 11 82
8 12 18
8 18 183
8 27 172
8 32 52
8 50 6
8 52 129
8 64 101
8 68 14
8 69 63
8 76 39
8 78 11
8 89 21
8 100 27
8 116 28
8 132 186
8 160 92
8 167 18
8 171 33
8 184 23
8 194 188
8 207 121
8 216 19
8 217 111
8 218 24
8 229 38
8 237 134
8 245 18
8 258 162
8 260 98
8 261 174
8 269 78
8 271 168
8 287 178
8 295 32
8 310 110
8 311 31
8 328 26
8 331 87
8 343 134
8 344 90
8 351 24
8 375 48
8 388 140
8 395 114
9 5 109
9 10 104
9 25 1
9 26 143
9 36 88
9 38 3
9 41 81
9 46 159
9 89 8
9 102 11
9 114 187
9 121 136
9 132 199
9 147 21
9 149 168
9 175 44
9 187 144
9 190 78
9 194 56
9 195 185
