600 90000
0 3 175
0 4 198
0 8 106
0 10 18
0 14 199
0 21 120
0 25 44
0 41 61
0 45 145
0 47 125
0 51 133
0 52 35
0 55 177
0 60 111
0 63 90
0 68 66
0 74 147
0 79 136
0 83 178
0 85 55
0 87 45
0 94 81
0 95 28
0 99 25
0 100 167
0 101 44
0 104 133
0 109 165
0 110 48
0 115 177
0 118 194
0 120 158
0 123 123
0 124 3
0 131 88
0 133 152
0 136 107
0 139 139
0 144 24
0 149 5
0 152 135
0 153 183
0 162 15
0 163 197
0 170 92
0 172 115
0 173 103
0 174 14
0 186 76
0 194 40
0 196 130
0 197 27
0 200 125
0 207 94
0 208 128
0 217 135
0 219 129
0 236 87
0 239 23
0 241 41
0 243 170
0 245 178
0 255 109
0 258 137
0 262 96
0 263 12
0 264 35
0 265 105
0 270 176
0 275 76
0 276 118
0 278 42
0 286 75
0 290 23
0 301 153
0 303 53
0 305 198
0 308 181
0 311 135
0 318 153
0 324 101
0 325 63
0 327 158
0 328 29
0 331 179
0 333 123
0 334 199
0 335 105
0 338 174
0 344 169
0 349 200
0 355 106
0 356 116
0 357 179
0 358 192
0 359 86
0 362 61
0 367 52
0 370 185
0 376 28
0 384 129
0 386 146
0 387 151
0 390 135
0 392 1
0 393 197
0 394 158
0 398 72
0 399 79
0 401 51
0 410 115
0 419 126
0 420 49
0 432 39
0 434 147
0 440 99
0 441 15
0 445 98
0 446 94
0 457 31
0 460 37
0 463 44
0 467 152
0 469 35
0 471 140
0 478 134
0 481 188
0 484 166
0 486 144
0 487 4
0 496 43
0 503 190
0 508 1
0 509 8
0 510 15
0 516 129
0 520 48
0 521 84
0 526 61
0 531 168
0 534 169
0 536 88
0 546 45
0 550 165
0 554 116
0 555 99
0 557 145
0 560 10
0 562 35
0 563 159
0 568 181
0 569 48
0 570 153
0 572 52
0 575 109
0 577 30
0 584 38
0 587 1
0 591 96
0 594 139
1 0 143
1 4 120
1 8 106
1 12 53
1 15 80
1 16 170
1 25 82
1 27 192
1 30 155
1 31 58
1 35 42
1 38 86
1 41 114
1 48 105
1 53 92
1 56 179
1 58 110
1 59 124
1 62 167
1 64 80
1 65 159
1 68 197
1 73 99
1 76 135
1 81 139
1 83 29
1 90 185
1 94 21
1 97 7
1 102 178
